,pr_number,po_number,pr_po_no,uid_number,activity,date,item,item_line,po_line,gr_number,gr_line,inv_line,wf_line
308,4121140540,5620517362,,,PR Purchase Request,20240107 17:24:02.000000,10,['i2577'],,0,,,
309,21855274,5620509119,,,PR Purchase Request,20240107 17:41:12.000000,10,['i2334'],,0,,,
310,4121140348,5620507817,,,PR Purchase Request,20240107 17:45:55.000000,10,['i2287'],,0,,,
311,4121140330,5620508664,,,PR Purchase Request,20240107 17:48:20.000000,10,['i2299'],,0,,,
312,4121140329,5620508663,,,PR Purchase Request,20240107 17:53:31.000000,10,['i2297'],,0,,,
313,4121140214,5620508808,,,PR Purchase Request,20240107 18:06:13.000000,10,['i2301'],,0,,,
314,4121140192,5620517337,,,PR Purchase Request,20240107 18:08:02.000000,10,['i2574'],,0,,,
315,4121140183,5620508663,,,PR Purchase Request,20240107 18:08:51.000000,10,['i2297'],,0,,,
316,4121140472,5620508808,,,PR Purchase Request,20240107 18:19:14.000000,10,['i2301'],,0,,,
317,4121140182,5620508664,,,PR Purchase Request,20240107 18:21:50.000000,10,['i2299'],,0,,,
318,4121140473,5620508808,,,PR Purchase Request,20240107 18:25:49.000000,10,['i2301'],,0,,,
319,4121141692,0,,,PR Cancelled,20240107 18:27:02.000000,10,['i0'],,0,,,
320,4121141691,5620542703,,,PR Purchase Request,20240107 18:35:37.000000,10,['i3850'],,0,,,
321,4121141690,5620542694,,,PR Purchase Request,20240107 18:36:32.000000,10,['i3843'],,0,,,
322,21855130,5620509058,,,PR Purchase Request,20240107 18:41:17.000000,20,['i2333'],,0,,,
323,21855146,5911240223,,,PR Purchase Request,20240107 18:56:08.000000,10,['i80092'],,0,,,
324,21855149,5620510979,,,PR Purchase Request,20240107 20:10:30.000000,10,['i2452'],,0,,,
325,4121141689,5620658005,,,PR Purchase Request,20240107 20:38:00.000000,10,['i8132'],,0,,,
326,21855248,5620509840,,,PR Purchase Request,20240107 20:44:16.000000,30,['i2377'],,0,,,
327,21855276,5620509120,,,PR Purchase Request,20240107 20:52:05.000000,10,['i2335'],,0,,,
328,4121141594,5620508808,,,PR Purchase Request,20240107 20:59:18.000000,10,['i2301'],,0,,,
329,4121141286,5620509732,,,PR Purchase Request,20240107 21:02:53.000000,10,['i2366'],,0,,,
330,4121140806,5620508808,,,PR Purchase Request,20240107 21:09:40.000000,10,['i2301'],,0,,,
331,4121140542,5620517367,,,PR Purchase Request,20240107 21:13:12.000000,10,['i2578'],,0,,,
332,4121140538,5620510838,,,PR Purchase Request,20240107 22:17:30.000000,10,['i2438'],,0,,,
333,4121072120,5620509258,,,PR Purchase Request,20240107 22:26:55.000000,40,['i2346'],,0,,,
334,4121140492,5620508808,,,PR Purchase Request,20240107 23:10:49.000000,10,['i2301'],,0,,,
335,4121034506,5620509734,,,PR Purchase Request,20240107 23:29:26.000000,20,['i2367'],,0,,,
336,4121140613,5620508080,,,PR Purchase Request,20240107 00:31:03.000000,10,['i2290'],,0,,,
337,4121140615,5620508808,,,PR Purchase Request,20240107 01:04:48.000000,10,['i2301'],,0,,,
338,4121140735,5620508808,,,PR Purchase Request,20240107 01:25:22.000000,10,['i2301'],,0,,,
339,4121140736,5620508808,,,PR Purchase Request,20240107 01:27:57.000000,10,['i2301'],,0,,,
340,4121140737,5620508808,,,PR Purchase Request,20240107 01:31:57.000000,10,['i2301'],,0,,,
341,4121140414,5620508808,,,PR Purchase Request,20240107 01:51:27.000000,10,['i2301'],,0,,,
342,4121140764,5620508080,,,PR Purchase Request,20240107 02:00:32.000000,10,['i2290'],,0,,,
343,4121140766,5620508808,,,PR Purchase Request,20240107 02:35:46.000000,10,['i2301'],,0,,,
344,4121140807,5620508808,,,PR Purchase Request,20240107 02:45:02.000000,10,['i2301'],,0,,,
345,4121140829,5620508808,,,PR Purchase Request,20240107 03:00:04.000000,10,['i2301'],,0,,,
346,4121140454,5620508808,,,PR Purchase Request,20240107 03:05:15.000000,10,['i2301'],,0,,,
347,4120237374,5911240349,,,PR Purchase Request,20240107 03:33:24.000000,120,['i80103'],,0,,,
348,4121141593,5620508808,,,PR Purchase Request,20240107 03:36:59.000000,10,['i2301'],,0,,,
349,4121141592,5620508808,,,PR Purchase Request,20240107 03:39:41.000000,10,['i2301'],,0,,,
350,4120817645,5620509738,,,PR Purchase Request,20240107 03:43:01.000000,30,['i2369'],,0,,,
351,4121140539,5620510838,,,PR Purchase Request,20240107 03:57:29.000000,10,['i2438'],,0,,,
352,4120427865,5620509737,,,PR Purchase Request,20240107 03:57:45.000000,40,['i2368'],,0,,,
353,4121138068,5620507218,,,PO From SAP,20240107 04:00:19.000000,80,['i2253'],['po63'],0,,,
354,4121138063,5620507218,,,PO From SAP,20240107 04:02:05.000000,70,['i2252'],['po63'],0,,,
355,4121140764,5620508080,,,PO From SAP,20240107 04:04:17.000000,30,['i2292'],['po73'],0,,,
356,4121138354,5620507229,,,PO From SAP,20240107 04:11:57.000000,40,['i2258'],['po64'],0,,,
357,4121138353,5620507229,,,PO From SAP,20240107 04:19:15.000000,30,['i2257'],['po64'],0,,,
358,4121138552,5620507218,,,PO From SAP,20240107 04:38:00.000000,90,['i2254'],['po63'],0,,,
359,4121140613,5620508080,,,PO From SAP,20240107 05:01:17.000000,20,['i2291'],['po73'],0,,,
360,4121138248,5620507229,,,PO From SAP,20240107 05:06:06.000000,20,['i2256'],['po64'],0,,,
361,4121138029,5620507218,,,PO From SAP,20240107 05:12:47.000000,60,['i2251'],['po63'],0,,,
362,4121140491,5620507815,,,PO From SAP,20240107 05:15:08.000000,10,['i2286'],['po71'],0,,,
363,4121140348,5620507817,,,PO From SAP,20240107 05:29:16.000000,20,['i2288'],['po72'],0,,,
364,4121140330,5620508664,,,PO From SAP,20240107 05:36:50.000000,10,['i2299'],['po79'],0,,,
365,4121140329,5620508663,,,PO From SAP,20240107 05:46:36.000000,10,['i2297'],['po78'],0,,,
366,4121140183,5620508663,,,PO From SAP,20240107 05:55:54.000000,20,['i2298'],['po78'],0,,,
367,4121138355,5620507229,,,PO From SAP,20240107 06:04:43.000000,50,['i2259'],['po64'],0,,,
368,4121140182,5620508664,,,PO From SAP,20240107 06:06:14.000000,20,['i2300'],['po79'],0,,,
369,4121140490,5620507817,,,PO From SAP,20240107 06:21:42.000000,30,['i2289'],['po72'],0,,,
370,4121137990,5620507218,,,PO From SAP,20240107 06:35:24.000000,40,['i2249'],['po63'],0,,,
371,0,6221389405,,,PO From WISE,20240107 06:38:59.000000,10,['i83294'],['po23020'],0,,,
372,4121138018,5620507218,,,PO From SAP,20240107 06:41:31.000000,50,['i2250'],['po63'],0,,,
373,0,5620508251,,,PO From SAP,20240107 06:45:12.000000,10,['i2295'],['po76'],0,,,
374,0,5620508246,,,PO From SAP,20240107 06:45:33.000000,10,['i2294'],['po75'],0,,,
375,0,5620508243,,,PO From SAP,20240107 06:45:55.000000,10,['i2293'],['po74'],0,,,
376,0,5620507732,,,PO From SAP,20240107 06:52:44.000000,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110","['i2274', 'i2275', 'i2276', 'i2277', 'i2278', 'i2279', 'i2280', 'i2281', 'i2282', 'i2283', 'i2284']",['po70'],0,,,
377,0,5620507624,,,PO From SAP,20240107 06:53:30.000000,10,['i2273'],['po69'],0,,,
378,0,5620507436,,,PO From SAP,20240107 06:55:41.000000,"10, 20, 30, 40","['i2269', 'i2270', 'i2271', 'i2272']",['po68'],0,,,
379,0,5620507383,,,PO From SAP,20240107 06:59:31.000000,"10, 20, 30","['i2266', 'i2267', 'i2268']",['po67'],0,,,
380,0,5620507368,,,PO From SAP,20240107 07:17:15.000000,"10, 20, 30, 40","['i2262', 'i2263', 'i2264', 'i2265']",['po66'],0,,,
381,0,5620507359,,,PO From SAP,20240107 07:18:27.000000,"10, 20","['i2260', 'i2261']",['po65'],0,,,
382,0,5620508253,,,PO From SAP,20240107 07:23:29.000000,10,['i2296'],['po77'],0,,,
383,4121137956,5620507218,,,PO From SAP,20240107 07:51:34.000000,10,['i2246'],['po63'],0,,,
384,4121137989,5620507218,,,PO From SAP,20240107 07:57:03.000000,30,['i2248'],['po63'],0,,,
385,4121137960,5620507218,,,PO From SAP,20240107 08:03:43.000000,20,['i2247'],['po63'],0,,,
386,4121138066,5620506027,,,GR Goods Receipt,20240107 08:05:46.000000,10,['i2224'],['po54'],5010661053,['gr2495'],,
387,0,6221389266,,,GR Goods Receipt,20240107 08:07:21.000000,10,['i83291'],['po23017'],5010661112,['gr48683'],,
388,0,6221389268,,,GR Goods Receipt,20240107 08:10:58.000000,10,['i83293'],['po23019'],5010661167,['gr48685'],,
389,0,6221389267,,,GR Goods Receipt,20240107 08:20:39.000000,10,['i83292'],['po23018'],5010661179,['gr48684'],,
390,0,6221381474,0-6221381474,B973AC7C74214420B1D2A64404936A7B,Invoice WF_GR_MISSING,20240107 08:21:06.000000,10,['i83035'],,0,,['v21987'],['wf20274']
391,0,6221381474,0-6221381474,B973AC7C74214420B1D2A64404936A7B,Invoice Errors,20240107 08:21:44.000000,10,['i83035'],,0,,['v21987'],
392,0,6221381474,0-6221381474,B973AC7C74214420B1D2A64404936A7B,WF GR_Missing_Released,20240107 08:33:33.000000,10,['i83035'],,0,,['v21987'],['wf20274']
393,0,6221389405,,,GR Goods Receipt,20240107 08:34:02.000000,10,['i83294'],['po23020'],5010661243,['gr48686'],,
394,0,6221388933,,,GR Goods Receipt,20240107 08:47:01.000000,10,['i83256'],['po22998'],5010661624,['gr48650'],,
395,0,6221388933,,,GR Goods Receipt,20240107 09:08:06.000000,20,['i83257'],['po22998'],5010661625,['gr48651'],,
396,0,6221388933,,,GR Goods Receipt,20240107 09:15:10.000000,50,['i83260'],['po22998'],5010661626,['gr48652'],,
397,0,6221388933,,,GR Goods Receipt,20240107 09:16:32.000000,60,['i83261'],['po22998'],5010661627,['gr48653'],,
398,0,6221388933,,,GR Goods Receipt,20240107 09:17:28.000000,70,['i83262'],['po22998'],5010661628,['gr48654'],,
399,0,6221388933,,,GR Goods Receipt,20240107 09:17:38.000000,80,['i83263'],['po22998'],5010661629,['gr48655'],,
400,0,6221272184,0-6221272184,3342F0363EE6407EAF9F3CFB440214D7,Invoice Created,20240107 09:20:07.000000,10,['i82447'],,0,,['v6140'],
401,0,5620486458,0-5620486458,D9B0688DBB084BB6968096EF75909324,Invoice Created,20240107 09:23:23.000000,10,['i1823'],,0,,['v25766'],
402,0,5620294994,0-5620294994,A23810B49DBA49F092E3E48D049BDB88,Invoice Created,20240107 09:34:06.000000,"10, 20, 30","['i1058', 'i1059', 'i1060']",,0,,['v19194'],
403,0,5620294994,0-5620294994,A23810B49DBA49F092E3E48D049BDB88,Invoice Created,20240107 09:35:15.000000,"10, 20, 30","['i1058', 'i1059', 'i1060']",,0,,['v19194'],
404,0,5620294994,0-5620294994,A23810B49DBA49F092E3E48D049BDB88,Invoice Created,20240107 09:40:14.000000,"10, 20, 30","['i1058', 'i1059', 'i1060']",,0,,['v19194'],
405,0,5620505677,,,GR Goods Receipt,20240107 09:41:36.000000,"10, 20, 30","['i2197', 'i2198', 'i2199']",['po42'],5010662121,['gr2477'],,
406,0,6221366554,0-6221366554,5472E03468684083936C42E0878A8D48,Invoice Created,20240107 09:42:07.000000,"10, 20, 30, 40, 50","['i82706', 'i82707', 'i82708', 'i82709', 'i82710']",,0,,['v9959'],
407,0,6221366554,0-6221366554,5472E03468684083936C42E0878A8D48,Invoice Created,20240107 09:45:49.000000,"10, 20, 30, 40, 50","['i82706', 'i82707', 'i82708', 'i82709', 'i82710']",,0,,['v9959'],
408,0,6221366554,0-6221366554,5472E03468684083936C42E0878A8D48,Invoice Created,20240107 09:52:14.000000,"10, 20, 30, 40, 50","['i82706', 'i82707', 'i82708', 'i82709', 'i82710']",,0,,['v9959'],
409,0,6221366554,0-6221366554,5472E03468684083936C42E0878A8D48,Invoice Created,20240107 10:06:46.000000,"10, 20, 30, 40, 50","['i82706', 'i82707', 'i82708', 'i82709', 'i82710']",,0,,['v9959'],
410,0,6221366554,0-6221366554,5472E03468684083936C42E0878A8D48,Invoice Created,20240107 10:08:30.000000,"10, 20, 30, 40, 50","['i82706', 'i82707', 'i82708', 'i82709', 'i82710']",,0,,['v9959'],
411,0,5620396272,0-5620396272,7B1D5379CED543EC8F043D96A53BB24F,Invoice Created,20240107 10:10:13.000000,"10, 20","['i1239', 'i1240']",,0,,['v14608'],
412,0,5620396272,0-5620396272,7B1D5379CED543EC8F043D96A53BB24F,Invoice Created,20240107 10:14:34.000000,"10, 20","['i1239', 'i1240']",,0,,['v14608'],
413,0,5620396272,0-5620396272,7B1D5379CED543EC8F043D96A53BB24F,Invoice Errors,20240107 10:15:34.000000,"10, 20","['i1239', 'i1240']",,0,,['v14608'],
414,0,5620396272,0-5620396272,7B1D5379CED543EC8F043D96A53BB24F,Invoice Errors,20240107 10:22:46.000000,"10, 20","['i1239', 'i1240']",,0,,['v14608'],
415,0,5620396272,0-5620396272,7B1D5379CED543EC8F043D96A53BB24F,Invoice WF_GR_MISSING,20240107 10:30:32.000000,"10, 20","['i1239', 'i1240']",,0,,['v14608'],"['wf13578', 'wf13579', 'wf13580']"
416,0,5620396272,0-5620396272,7B1D5379CED543EC8F043D96A53BB24F,Invoice WF_GR_MISSING,20240107 10:36:44.000000,"10, 20","['i1239', 'i1240']",,0,,['v14608'],"['wf13578', 'wf13579', 'wf13580']"
417,0,5620396272,0-5620396272,7B1D5379CED543EC8F043D96A53BB24F,WF GR_Missing_Sent,20240107 10:37:11.000000,"10, 20","['i1239', 'i1240']",,0,,['v14608'],['wf13578']
418,0,6221366554,0-6221366554,5472E03468684083936C42E0878A8D48,Invoice Posted,20240107 10:43:19.000000,"10, 20, 30, 40, 50","['i82706', 'i82707', 'i82708', 'i82709', 'i82710']",,0,,['v9959'],
419,0,6221366554,0-6221366554,5472E03468684083936C42E0878A8D48,Invoice Posted,20240107 10:44:42.000000,"10, 20, 30, 40, 50","['i82706', 'i82707', 'i82708', 'i82709', 'i82710']",,0,,['v9959'],
420,0,6221366554,0-6221366554,5472E03468684083936C42E0878A8D48,Invoice Posted,20240107 10:59:54.000000,"10, 20, 30, 40, 50","['i82706', 'i82707', 'i82708', 'i82709', 'i82710']",,0,,['v9959'],
421,0,6221366554,0-6221366554,5472E03468684083936C42E0878A8D48,Invoice Posted,20240107 11:02:54.000000,"10, 20, 30, 40, 50","['i82706', 'i82707', 'i82708', 'i82709', 'i82710']",,0,,['v9959'],
422,0,6221366554,0-6221366554,5472E03468684083936C42E0878A8D48,Invoice Posted,20240107 11:05:31.000000,"10, 20, 30, 40, 50","['i82706', 'i82707', 'i82708', 'i82709', 'i82710']",,0,,['v9959'],
423,0,5620294994,0-5620294994,A23810B49DBA49F092E3E48D049BDB88,Invoice Errors,20240107 11:13:24.000000,"10, 20, 30","['i1058', 'i1059', 'i1060']",,0,,['v19194'],
424,0,5620294994,0-5620294994,A23810B49DBA49F092E3E48D049BDB88,Invoice Errors,20240107 11:24:34.000000,"10, 20, 30","['i1058', 'i1059', 'i1060']",,0,,['v19194'],
425,0,5620294994,0-5620294994,A23810B49DBA49F092E3E48D049BDB88,Invoice Errors,20240107 11:27:37.000000,"10, 20, 30","['i1058', 'i1059', 'i1060']",,0,,['v19194'],
426,0,5620294994,0-5620294994,A23810B49DBA49F092E3E48D049BDB88,Invoice Posted,20240107 11:27:42.000000,"10, 20, 30","['i1058', 'i1059', 'i1060']",,0,,['v19194'],
427,0,5620294994,0-5620294994,A23810B49DBA49F092E3E48D049BDB88,Invoice Posted,20240107 11:37:27.000000,"10, 20, 30","['i1058', 'i1059', 'i1060']",,0,,['v19194'],
428,0,5620294994,0-5620294994,A23810B49DBA49F092E3E48D049BDB88,Invoice Posted,20240107 11:37:45.000000,"10, 20, 30","['i1058', 'i1059', 'i1060']",,0,,['v19194'],
429,0,6221375508,0-6221375508,12EC6FB572B54E4198935FA1BD1F0F8D,Invoice Created,20240107 11:39:04.000000,10,['i82918'],,0,,['v2264'],
430,0,6221375508,0-6221375508,DF43EB60A7CE4D2B94F3DA54DBB5A50B,Invoice Created,20240107 11:39:41.000000,10,['i82918'],,0,,['v26395'],
431,0,5620486458,0-5620486458,D9B0688DBB084BB6968096EF75909324,Invoice Errors,20240107 11:40:42.000000,10,['i1823'],,0,,['v25766'],
432,0,5620486458,0-5620486458,D9B0688DBB084BB6968096EF75909324,Invoice Errors,20240107 11:42:05.000000,10,['i1823'],,0,,['v25766'],
433,0,5620486458,0-5620486458,D9B0688DBB084BB6968096EF75909324,WF GR_Missing_Sent,20240107 11:44:14.000000,10,['i1823'],,0,,['v25766'],['wf23759']
434,0,5620486458,0-5620486458,D9B0688DBB084BB6968096EF75909324,Invoice WF_GR_MISSING,20240107 11:55:54.000000,10,['i1823'],,0,,['v25766'],['wf23759']
435,0,6221375508,0-6221375508,8F06AA2E2AC64DCDA9E43514FD3F6050,Invoice Created,20240107 12:02:46.000000,10,['i82918'],,0,,['v16934'],
436,0,6221374450,0-6221374450,509C3133620146729996FACE6BEF650E,Invoice Created,20240107 12:05:11.000000,20,['i82871'],,0,,['v9508'],
437,0,5620358278,0-5620358278,2321D0D7630D4DF8AC50951F7627E335,Invoice Created,20240107 12:19:51.000000,10,['i1134'],,0,,['v4162'],
438,4120696540,5620498909,,,GR Goods Receipt,20240107 12:24:45.000000,10,['i2105'],['po11'],5010662425,['gr2425'],,
439,0,6221386333,0-6221386333,C399F9490AC547AE9DE25503BD424489,Invoice Errors,20240107 12:38:21.000000,10,['i83167'],,0,,['v23188'],
440,0,6221386333,0-6221386333,C399F9490AC547AE9DE25503BD424489,WF GR_Missing_Released,20240107 12:39:36.000000,10,['i83167'],,0,,['v23188'],['wf21424']
441,0,6221386333,0-6221386333,C399F9490AC547AE9DE25503BD424489,Invoice WF_GR_MISSING,20240107 12:59:24.000000,10,['i83167'],,0,,['v23188'],['wf21424']
442,0,5620358278,0-5620358278,2321D0D7630D4DF8AC50951F7627E335,Invoice Errors,20240107 13:00:39.000000,10,['i1134'],,0,,['v4162'],
443,0,5620358278,0-5620358278,2321D0D7630D4DF8AC50951F7627E335,WF GR_Missing_Sent,20240107 13:01:13.000000,10,['i1134'],,0,,['v4162'],['wf3766']
444,0,5620358278,0-5620358278,2321D0D7630D4DF8AC50951F7627E335,Invoice WF_GR_MISSING,20240107 13:09:09.000000,10,['i1134'],,0,,['v4162'],['wf3766']
445,0,6221374450,0-6221374450,509C3133620146729996FACE6BEF650E,Invoice Errors,20240107 13:10:17.000000,20,['i82871'],,0,,['v9508'],
446,0,6221374450,0-6221374450,509C3133620146729996FACE6BEF650E,WF GR_Missing_Sent,20240107 13:10:46.000000,20,['i82871'],,0,,['v9508'],['wf8814']
447,0,6221374450,0-6221374450,509C3133620146729996FACE6BEF650E,Invoice WF_GR_MISSING,20240107 13:12:51.000000,20,['i82871'],,0,,['v9508'],['wf8814']
448,0,6221375508,0-6221375508,8F06AA2E2AC64DCDA9E43514FD3F6050,Invoice Errors,20240107 13:15:13.000000,10,['i82918'],,0,,['v16934'],
449,0,6221375508,0-6221375508,8F06AA2E2AC64DCDA9E43514FD3F6050,Invoice WF_GR_MISSING,20240107 13:16:27.000000,10,['i82918'],,0,,['v16934'],['wf15668']
450,0,6221375508,0-6221375508,8F06AA2E2AC64DCDA9E43514FD3F6050,WF GR_Missing_Sent,20240107 13:31:52.000000,10,['i82918'],,0,,['v16934'],['wf15668']
451,0,6221375508,0-6221375508,DF43EB60A7CE4D2B94F3DA54DBB5A50B,Invoice Errors,20240107 13:32:03.000000,10,['i82918'],,0,,['v26395'],
452,0,6221375508,0-6221375508,DF43EB60A7CE4D2B94F3DA54DBB5A50B,WF GR_Missing_Sent,20240107 13:34:12.000000,10,['i82918'],,0,,['v26395'],['wf24339']
453,0,6221375508,0-6221375508,DF43EB60A7CE4D2B94F3DA54DBB5A50B,Invoice WF_GR_MISSING,20240107 13:38:54.000000,10,['i82918'],,0,,['v26395'],['wf24339']
454,0,6221375508,0-6221375508,12EC6FB572B54E4198935FA1BD1F0F8D,Invoice Errors,20240107 13:52:30.000000,10,['i82918'],,0,,['v2264'],
455,0,6221375508,0-6221375508,12EC6FB572B54E4198935FA1BD1F0F8D,WF GR_Missing_Sent,20240107 13:53:11.000000,10,['i82918'],,0,,['v2264'],['wf2048']
456,0,6221375508,0-6221375508,12EC6FB572B54E4198935FA1BD1F0F8D,Invoice WF_GR_MISSING,20240107 13:55:39.000000,10,['i82918'],,0,,['v2264'],['wf2048']
457,0,6221272184,0-6221272184,3342F0363EE6407EAF9F3CFB440214D7,Invoice Errors,20240107 14:02:13.000000,10,['i82447'],,0,,['v6140'],
458,0,6221272184,0-6221272184,3342F0363EE6407EAF9F3CFB440214D7,WF GR_Missing_Sent,20240107 14:12:40.000000,10,['i82447'],,0,,['v6140'],['wf5685']
459,0,6221272184,0-6221272184,3342F0363EE6407EAF9F3CFB440214D7,Invoice WF_GR_MISSING,20240107 14:17:21.000000,10,['i82447'],,0,,['v6140'],['wf5685']
460,0,6221388944,0-6221388944,A2E55FF3222B4B928C248ECE06E3AACB,Invoice Errors,20240107 14:21:50.000000,10,['i83277'],['po23004'],0,,['v19266'],
461,0,6221388944,0-6221388944,A2E55FF3222B4B928C248ECE06E3AACB,Invoice Posted,20240107 14:30:35.000000,10,['i83277'],['po23004'],0,,['v19266'],
462,0,5620487087,0-5620487087,4FE0582C12B3453597050009CC6604D0,Invoice Errors,20240107 14:42:39.000000,10,['i1887'],,0,,['v9409'],
463,0,5620487087,0-5620487087,4FE0582C12B3453597050009CC6604D0,Invoice Posted,20240107 14:44:13.000000,10,['i1887'],,0,,['v9409'],
464,0,5620372566,0-5620372566,811143F97F15498CBEB8FE38DFC2441E,Invoice Created,20240107 14:59:31.000000,10,['i1177'],,0,,['v15345'],
465,0,6221386333,0-6221386333,C399F9490AC547AE9DE25503BD424489,Invoice Errors,20240107 15:03:11.000000,10,['i83167'],,0,,['v23188'],
466,0,6221386333,0-6221386333,C399F9490AC547AE9DE25503BD424489,Invoice Posted,20240107 15:14:23.000000,10,['i83167'],,0,,['v23188'],
467,0,5620508243,,,GR Goods Receipt,20240107 15:15:37.000000,10,['i2293'],['po74'],4919135169,['gr2525'],,
468,0,5620508251,,,GR Goods Receipt,20240107 15:35:04.000000,10,['i2295'],['po76'],4919135400,['gr2527'],,
469,0,5620508253,,,GR Goods Receipt,20240107 15:55:49.000000,10,['i2296'],['po77'],4919135624,['gr2528'],,
470,0,5620508246,,,GR Goods Receipt,20240107 16:09:14.000000,10,['i2294'],['po75'],4919136025,['gr2526'],,
471,4121133744,5811271088,,,GR Goods Receipt,20240107 16:18:44.000000,10,['i75353'],['po21098'],4919137956,['gr41919'],,
472,4121130468,5811271089,,,GR Goods Receipt,20240107 16:23:38.000000,"10, 20, 40, 50, 60, 100, 110, 140, 150, 160, 170","['i75354', 'i75355', 'i75357', 'i75358', 'i75359', 'i75363', 'i75364', 'i75367', 'i75368', 'i75369', 'i75370']",['po21099'],4919137965,['gr41920'],,
473,4121135503,5811271099,,,GR Goods Receipt,20240107 16:52:40.000000,10,['i75375'],['po21101'],4919137966,['gr41925'],,
474,4121135503,5811271099,,,GR Goods Receipt,20240107 17:11:09.000000,30,['i75377'],['po21101'],4919137967,['gr41926'],,
475,4121130468,5811271089,,,GR Goods Receipt,20240107 17:12:04.000000,"30, 80, 90, 130, 180, 190","['i75356', 'i75361', 'i75362', 'i75366', 'i75371', 'i75372']",['po21099'],4919137970,['gr41921'],,
476,4121135503,5811271099,,,GR Goods Receipt,20240107 17:28:39.000000,20,['i75376'],['po21101'],4919137971,['gr41927'],,
477,21855287,5620508906,,,PR Purchase Request,20240108 17:34:18.000000,10,['i2328'],,0,,,
478,4121143530,5620510647,,,PR Purchase Request,20240108 17:40:50.000000,10,['i2420'],,0,,,
479,4121144900,5620531866,,,PR Purchase Request,20240108 17:50:43.000000,10,['i3342'],,0,,,
480,4121144825,5620542689,,,PR Purchase Request,20240108 17:54:47.000000,10,['i3830'],,0,,,
481,4121144417,5620510504,,,PR Purchase Request,20240108 17:55:00.000000,10,['i2416'],,0,,,
482,4121144408,5620510505,,,PR Purchase Request,20240108 17:56:13.000000,10,['i2418'],,0,,,
483,4121144407,5620510504,,,PR Purchase Request,20240108 18:18:06.000000,10,['i2416'],,0,,,
484,4121144899,5620542699,,,PR Purchase Request,20240108 18:23:55.000000,10,['i3847'],,0,,,
485,4121143468,5620510647,,,PR Purchase Request,20240108 18:40:29.000000,10,['i2420'],,0,,,
486,4121144214,5811271183,,,PR Purchase Request,20240108 19:02:01.000000,10,['i75408'],,0,,,
487,4121143351,5620510647,,,PR Purchase Request,20240108 19:06:49.000000,10,['i2420'],,0,,,
488,4121140547,5620509740,,,PR Purchase Request,20240108 19:47:22.000000,20,['i2371'],,0,,,
489,4121144898,5620531876,,,PR Purchase Request,20240108 20:41:43.000000,10,['i3364'],,0,,,
490,4121144897,5620531880,,,PR Purchase Request,20240108 20:51:10.000000,10,['i3366'],,0,,,
491,4121143536,5620510647,,,PR Purchase Request,20240108 21:49:22.000000,10,['i2420'],,0,,,
492,4121143657,5811271179,,,PR Purchase Request,20240108 23:29:58.000000,130,['i75402'],,0,,,
493,4121143863,5620510647,,,PR Purchase Request,20240108 23:45:11.000000,10,['i2420'],,0,,,
494,4121142865,5620517325,,,PR Purchase Request,20240108 23:49:36.000000,10,['i2573'],,0,,,
495,4121018748,5620509739,,,PR Purchase Request,20240108 01:44:29.000000,40,['i2370'],,0,,,
496,4121143967,5811271181,,,PR Purchase Request,20240108 02:06:36.000000,10,['i75404'],,0,,,
497,4121143876,0,,,PR Cancelled,20240108 02:18:05.000000,10,['i0'],,0,,,
498,4121144418,5620510505,,,PR Purchase Request,20240108 02:39:36.000000,10,['i2418'],,0,,,
499,4121144824,5620531871,,,PR Purchase Request,20240108 02:39:57.000000,10,['i3347'],,0,,,
500,4121144823,5620531866,,,PR Purchase Request,20240108 03:01:53.000000,10,['i3342'],,0,,,
501,4121143394,5620510647,,,PR Purchase Request,20240108 03:05:12.000000,10,['i2420'],,0,,,
502,21855336,5620510970,,,PR Purchase Request,20240108 03:16:29.000000,30,['i2451'],,0,,,
503,21855341,0,,,PR Cancelled,20240108 03:29:06.000000,20,['i1'],,0,,,
504,21855353,0,,,PR Cancelled,20240108 03:30:04.000000,10,['i0'],,0,,,
505,4121144911,5620531871,,,PR Purchase Request,20240108 03:44:27.000000,10,['i3347'],,0,,,
506,4121144910,5620531871,,,PR Purchase Request,20240108 04:11:48.000000,10,['i3347'],,0,,,
507,4121144909,5620542689,,,PR Purchase Request,20240108 04:15:35.000000,10,['i3830'],,0,,,
508,4119855760,5620509749,,,PR Purchase Request,20240108 04:30:02.000000,220,['i2373'],,0,,,
509,4121144913,5620531903,,,PR Purchase Request,20240108 04:40:17.000000,10,['i3389'],,0,,,
510,4121143488,5620510647,,,PR Purchase Request,20240108 04:55:16.000000,10,['i2420'],,0,,,
511,21855286,5620508903,,,PR Purchase Request,20240108 05:00:02.000000,10,['i2327'],,0,,,
512,4121144914,5620531903,,,PR Purchase Request,20240108 05:08:22.000000,10,['i3389'],,0,,,
513,4121144912,5620531911,,,PR Purchase Request,20240108 05:12:46.000000,10,['i3396'],,0,,,
514,4121142748,5620510647,,,PR Purchase Request,20240108 05:13:29.000000,10,['i2420'],,0,,,
515,4121144908,5620531917,,,PR Purchase Request,20240108 05:16:33.000000,10,['i3401'],,0,,,
516,4121144907,5620531884,,,PR Purchase Request,20240108 05:19:28.000000,10,['i3370'],,0,,,
517,4121144905,5620531918,,,PR Purchase Request,20240108 05:36:04.000000,10,['i3406'],,0,,,
